Country,Indicator,Education level,Statistical unit,Gender,Age,Mobility,Year,Value
Luxembourg,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2017,1.732
Luxembourg,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2018,3.755
Luxembourg,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2019,1.392
Luxembourg,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2020,2.011
Luxembourg,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2013,1.418
Luxembourg,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2014,4.656
Luxembourg,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2015,2.96
Luxembourg,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2016,1.921
Luxembourg,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2017,1.931
Luxembourg,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2018,3.524
Luxembourg,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2019,1.514
Luxembourg,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2020,2.15
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2013,0.584
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2014,0.602
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2015,1.001
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2016,0.768
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2017,1.306
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2018,0.918
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2019,0.85
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2020,0.683
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2013,0.764
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2014,0.99
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2015,1.152
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2016,1.129
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2017,1.308
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2018,1.461
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2019,1.221
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2020,1.477
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2013,0.673
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2014,0.796
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2015,1.077
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2016,0.948
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2017,1.306
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2018,1.192
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2019,1.038
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2020,1.088
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2013,0.151
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2014,0.171
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2015,0.095
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2016,0.209
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2017,0.225
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2018,0.195
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2019,0.125
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2020,0.168
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2013,0.077
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2014,0.145
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2015,0.141
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2016,0.046
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2017,0.067
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2018,0.106
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2019,0.226
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2020,0.2
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2013,0.112
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2014,0.158
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2015,0.118
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2016,0.127
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2017,0.146
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2018,0.15
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2019,0.177
Luxembourg,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2020,0.184
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2010,16.518
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2011,17.8
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2012,20.431
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2014,19.061
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2015,20.112
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2016,20.157
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2017,20.566
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2018,21.755
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2019,22.411
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2020,22.733
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2010,12.346
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2011,13.631
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2012,15.776
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2014,14.657
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2015,15.095
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2016,15.213
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2017,15.832
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2018,16.218
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2019,17.212
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2020,17.251
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2010,14.41
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2011,15.698
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2012,18.083
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2014,16.837
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2015,17.571
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2016,17.649
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2017,18.161
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2018,18.944
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2019,19.772
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2020,19.952
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2010,13.478
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2011,14.228
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2012,16.24
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2014,15.081
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2015,15.605
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2016,15.352
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2017,15.027
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2018,15.44
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2019,15.465
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2020,15.37
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2010,10.032
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2011,10.928
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2012,12.626
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2014,11.448
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2015,11.577
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2016,11.482
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2017,11.48
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2018,11.426
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2019,12.105
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2020,11.915
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2010,11.737
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2011,12.563
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2012,14.417
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2014,13.246
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2015,13.565
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2016,13.389
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2017,13.226
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2018,13.403
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2019,13.759
Netherlands,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2020,13.617
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2013,1.707
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2014,1.831
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2015,1.881
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2016,1.949
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2017,1.803
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2018,1.788
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2019,1.793
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2020,1.655
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2013,1.964
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2014,1.993
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2015,1.915
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2016,2.033
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2017,1.937
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2018,1.904
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2019,1.955
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2020,1.64
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2013,1.836
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2014,1.912
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2015,1.898
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2016,1.991
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2017,1.87
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2018,1.847
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2019,1.875
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2020,1.647
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2013,1.083
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2014,1.168
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2015,1.156
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2016,1.195
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2017,1.088
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2018,1.087
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2019,1.112
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2020,1.001
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2013,1.125
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2014,1.15
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2015,1.111
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2016,1.135
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2017,1.087
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2018,1.071
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2019,1.136
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2020,0.843
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2013,1.104
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2014,1.159
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2015,1.133
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2016,1.165
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2017,1.087
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2018,1.079
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2019,1.124
Netherlands,Graduation rates,Doctoral or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Non-mobile,2020,0.921
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2005,4.665
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2010,4.952
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2011,5.431
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2012,5.461
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2013,5.199
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2014,5.791
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2015,6.42
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2016,6.811
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2017,7.092
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2018,8.37
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2019,9.141
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Total,2020,9.709
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2005,4.692
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2010,4.733
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2011,5.323
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2012,5.413
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2013,4.638
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2014,5.031
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2015,5.161
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2016,5.39
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2017,5.314
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2018,6.048
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2019,6.179
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Total,2020,6.662
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2005,4.673
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2010,4.839
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2011,5.374
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2012,5.436
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2013,4.913
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2014,5.404
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2015,5.774
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2016,6.08
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2017,6.181
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2018,7.178
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2019,7.62
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Total,Less than 35 years,Total,2020,8.147
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2005,3.022
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2010,3.32
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2011,3.815
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2012,3.749
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2013,3.418
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2014,3.467
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2015,4.211
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2016,4.114
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2017,4.25
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2018,4.573
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2019,4.553
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Female,Less than 35 years,Non-mobile,2020,4.906
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2005,2.758
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2010,3.003
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2011,3.506
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2012,3.426
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2013,2.96
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2014,2.904
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2015,2.837
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2016,2.958
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2017,2.898
New Zealand,Graduation rates,Master’s or equivalent level,First-time graduates from the ISCED level,Male,Less than 35 years,Non-mobile,2018,3.162
