Marital_status,App_order,Course,Attendance,Prev_education,Nationality,Mother_education,Father_education,Ed_special,Debtor,Tuition_due,Gender,Scholarship,Age_enrolled,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (grade),Target
Single,1,Veterinary Nursing,Daytime,other professional course,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,20,no,1,6,13.8,1,6,13.142857142857142,Graduate
Single,1,Tourism,Daytime,did not complete high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,25,no,0,6,11.166666666666666,0,6,11.8,Enrolled
Single,1,Agronomy,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,No,Male,No,25,no,0,6,0.0,0,6,0.0,Dropout
Single,4,Communication Design,Daytime,high school,Portuguese,Master,Completed Middle School,no educational special needs,no,Yes,Male,No,19,no,0,6,12.666666666666666,0,6,12.142857142857142,Enrolled
Single,1,Advertising and Marketing Management,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Male,No,20,no,0,5,12.6,0,5,14.5,Graduate
Married,1,Nursing,Daytime,did not complete high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,No,33,no,0,7,13.06,0,7,0.0,Enrolled
Single,5,Journalism and Communication,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Male,No,19,no,0,6,13.833333333333334,0,6,13.625,Graduate
Single,1,Equiniculture,Daytime,did not complete high school,Portuguese,Completed Middle School,Unknown,no educational special needs,no,Yes,Male,No,31,no,0,5,0.0,0,5,0.0,Dropout
Single,1,Informatics Engineering,Daytime,other professional course,Portuguese,Degree,Some Schooling,no educational special needs,yes,No,Male,No,24,no,2,6,16.0,2,7,16.0,Dropout
Single,1,Informatics Engineering,Daytime,other professional course,Portuguese,Other Professional Course,Degree,no educational special needs,yes,No,Male,No,23,no,0,5,0.0,0,5,0.0,Dropout
Married,1,Management(evening attendance),Evening,high school,Portuguese,High School,Degree,no educational special needs,no,No,Male,Yes,26,no,0,5,10.666666666666666,0,5,10.666666666666666,Dropout
Married,1,Communication Design,Daytime,degree,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,38,no,14,18,14.5,13,18,14.5,Graduate
Single,6,Informatics Engineering,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,Yes,20,no,0,5,14.0,0,5,13.8,Graduate
Single,5,Informatics Engineering,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Male,No,20,no,0,5,13.333333333333334,0,5,13.571428571428571,Graduate
Single,1,Veterinary Nursing,Daytime,did not complete high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Male,No,25,no,0,6,0.0,0,6,0.0,Dropout
Single,2,Communication Design,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Male,No,19,no,0,6,12.0,0,6,11.2,Graduate
Single,1,Informatics Engineering,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Male,No,18,no,0,5,16.2,0,5,16.0,Graduate
Single,1,Management(evening attendance),Evening,did not complete high school,Portuguese,Completed Middle School,Completed Middle School,no educational special needs,no,Yes,Male,No,28,no,7,13,10.285714285714286,5,11,10.6,Dropout
Single,2,Informatics Engineering,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,No,18,no,0,5,0.0,0,5,0.0,Enrolled
Single,1,Tourism,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Male,Yes,20,no,0,6,13.571428571428571,0,6,13.166666666666666,Graduate
Single,1,Equiniculture,Daytime,high school,Portuguese,Master,Degree,no educational special needs,no,Yes,Male,No,18,no,0,6,14.285714285714286,0,6,14.857142857142858,Graduate
Single,3,Management,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,19,no,0,5,10.2,0,5,10.5,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,yes,Yes,Male,No,24,no,0,8,10.25,0,8,10.25,Dropout
Single,4,Veterinary Nursing,Daytime,high school,Portuguese,High School,Degree,no educational special needs,no,Yes,Male,No,21,no,0,6,0.0,0,6,0.0,Dropout
Single,1,Advertising and Marketing Management,Daytime,high school,Portuguese,Degree,Some Schooling,no educational special needs,no,Yes,Male,Yes,20,no,0,6,14.833333333333334,0,6,14.833333333333334,Graduate
Single,1,Agronomy,Daytime,other professional course,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Male,No,21,no,0,6,13.625,0,6,12.6,Graduate
Married,1,Oral Hygiene,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,yes,Yes,Male,No,24,no,0,7,12.271428571428572,0,8,13.657142857142857,Graduate
Single,1,Management(evening attendance),Evening,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,27,no,0,5,0.0,0,5,0.0,Dropout
Single,6,Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,No,Male,No,19,no,0,5,12.5,0,5,10.5,Enrolled
Single,1,Social Service,Evening,high school,Portuguese,Degree,Completed Middle School,no educational special needs,no,Yes,Male,No,39,no,3,9,13.22222222222222,2,7,13.142857142857142,Graduate
Single,1,Biofuel Production Technologies,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,25,no,0,7,15.0,0,7,11.5,Dropout
Single,1,Animation and Multimedia Design,Daytime,degree,Portuguese,High School,Degree,no educational special needs,no,No,Male,No,18,no,0,0,0.0,0,0,0.0,Dropout
Single,1,Communication Design,Daytime,high school,Portuguese,High School,Degree,no educational special needs,no,Yes,Male,No,19,no,6,12,13.166666666666666,6,12,13.0,Graduate
Single,1,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,Yes,21,no,0,6,13.833333333333334,0,6,14.0,Graduate
Single,1,Management(evening attendance),Evening,degree,Portuguese,High School,Degree,no educational special needs,no,Yes,Male,No,27,no,0,5,0.0,0,5,0.0,Dropout
Single,3,Management,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,19,no,0,5,0.0,0,5,0.0,Enrolled
Single,3,Nursing,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Male,No,18,no,0,8,13.154285714285717,0,8,13.154285714285717,Enrolled
Single,1,Advertising and Marketing Management,Daytime,degree,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,27,no,7,12,12.333333333333334,6,11,13.166666666666666,Dropout
Single,3,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,Yes,Male,No,18,no,0,6,13.0,0,6,11.8,Dropout
Single,1,Equiniculture,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Male,No,19,no,0,5,11.5,0,5,11.4,Enrolled
Single,1,Agronomy,Daytime,other professional course,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,19,no,0,6,13.25,0,6,12.0,Dropout
Single,1,Agronomy,Daytime,other professional course,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Male,No,22,no,0,6,13.333333333333334,0,6,12.75,Enrolled
Single,2,Social Service,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,6,13.5,0,6,12.166666666666666,Graduate
Single,4,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,6,12.666666666666666,0,6,12.8,Graduate
Single,1,Management,Daytime,high school,Portuguese,Master,Completed Middle School,no educational special needs,no,Yes,Female,No,23,no,7,11,15.090909090909092,2,6,14.5,Dropout
Single,4,Animation and Multimedia Design,Daytime,high school,Portuguese,High School,Master,no educational special needs,yes,No,Male,No,20,no,0,0,0.0,0,0,0.0,Dropout
Single,3,Journalism and Communication,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Male,No,18,no,0,6,13.166666666666666,0,6,12.666666666666666,Graduate
Single,4,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,No,18,no,0,6,12.833333333333334,0,6,12.833333333333334,Graduate
Single,3,Informatics Engineering,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Male,No,18,no,0,5,11.8,0,5,12.0,Enrolled
Single,2,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Male,No,20,no,0,6,11.833333333333334,0,6,12.166666666666666,Graduate
Single,3,Journalism and Communication,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Male,No,20,no,0,6,12.8,0,6,12.75,Graduate
Single,1,Communication Design,Daytime,other professional course,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,21,no,2,7,11.8,5,9,11.0,Dropout
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,No,22,no,0,0,0.0,0,0,0.0,Enrolled
Single,1,Informatics Engineering,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Male,No,20,no,0,5,15.8,0,5,14.571428571428571,Dropout
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,yes,Yes,Male,No,19,no,0,0,0.0,0,0,0.0,Enrolled
Single,1,Informatics Engineering,Daytime,other professional course,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,No,19,no,0,5,12.5,0,5,11.6,Enrolled
Single,1,Advertising and Marketing Management,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,20,no,0,6,14.666666666666666,0,6,13.857142857142858,Graduate
Single,1,Veterinary Nursing,Daytime,other professional course,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,19,no,2,6,12.5,1,6,12.0,Dropout
Single,1,Informatics Engineering,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Male,No,19,no,0,5,12.0,0,6,10.5,Dropout
Single,1,Informatics Engineering,Daytime,high school,Brazilian,Degree,Degree,no educational special needs,yes,Yes,Male,No,24,yes,2,8,13.142857142857142,1,6,11.833333333333334,Enrolled
Single,1,Advertising and Marketing Management,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,yes,Yes,Male,No,18,no,0,6,12.666666666666666,0,6,11.142857142857142,Dropout
Single,1,Informatics Engineering,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,No,Male,Yes,18,no,0,5,15.0,0,5,14.2,Enrolled
Single,1,Social Service,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,Yes,Female,No,18,no,0,6,13.6,0,6,11.8,Dropout
Single,5,Journalism and Communication,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,No,18,no,0,6,12.5,0,6,13.833333333333334,Graduate
Single,1,Social Service,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,21,no,0,6,13.333333333333334,0,6,13.5,Graduate
Single,1,Veterinary Nursing,Daytime,high school,Brazilian,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,yes,0,6,12.25,0,6,11.0,Dropout
Single,1,Nursing,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,Yes,18,no,0,7,15.101428571428572,0,8,16.09375,Graduate
Single,2,Social Service,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,6,13.166666666666666,0,6,16.0,Graduate
Single,6,Social Service,Evening,high school,Portuguese,Degree,Completed Middle School,no educational special needs,no,Yes,Female,No,23,no,0,6,11.0,0,6,0.0,Dropout
Single,2,Management,Daytime,high school,Portuguese,Degree,Completed Middle School,no educational special needs,no,Yes,Female,No,21,no,0,5,11.666666666666666,0,5,11.75,Graduate
Single,1,Social Service,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,20,no,0,6,10.0,0,6,13.0,Enrolled
Single,1,Social Service,Evening,high school,Portuguese,Completed Middle School,Unknown,no educational special needs,no,Yes,Female,No,26,no,4,7,11.571428571428571,2,6,11.0,Dropout
Single,6,Journalism and Communication,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,Yes,18,no,0,6,12.166666666666666,0,6,11.2,Enrolled
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,Degree,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,0,0.0,0,0,0.0,Dropout
Single,1,Advertising and Marketing Management,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,No,Female,Yes,19,no,0,6,13.833333333333334,0,6,14.285714285714286,Graduate
Single,3,Nursing,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,Yes,20,no,0,7,12.357142857142858,0,8,13.0,Graduate
Single,3,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,yes,No,Female,No,19,no,0,6,12.166666666666666,0,6,10.333333333333334,Dropout
Single,1,Social Service,Daytime,other professional course,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,yes,Yes,Female,No,21,no,3,6,12.0,2,6,12.5,Enrolled
Single,1,Tourism,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,33,no,5,10,12.416666666666666,5,9,13.0,Graduate
Single,2,Veterinary Nursing,Daytime,high school,Portuguese,Degree,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,5,12.75,0,5,12.75,Graduate
Single,1,Nursing,Daytime,some college,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,No,21,no,12,21,14.933333333333334,12,21,14.933333333333334,Graduate
Single,1,Journalism and Communication,Daytime,high school,Portuguese,Degree,Completed Middle School,no educational special needs,no,Yes,Female,No,19,no,0,6,13.0,0,6,11.666666666666666,Graduate
Divorced,1,Basic Education,Daytime,did not complete high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,yes,No,Female,No,33,no,0,7,12.857142857142858,0,7,12.666666666666666,Enrolled
Married,4,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,7,14.455000000000002,0,8,13.91,Graduate
Single,1,Advertising and Marketing Management,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,Yes,18,no,0,6,14.0,0,6,13.285714285714286,Graduate
Single,3,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,20,no,0,6,13.5,0,6,12.666666666666666,Graduate
Single,2,Tourism,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,No,Female,No,20,no,0,6,0.0,0,6,0.0,Dropout
Single,2,Social Service,Evening,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,Yes,20,no,0,6,11.666666666666666,0,6,14.0,Graduate
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,Yes,19,no,0,5,12.0,0,5,13.333333333333334,Graduate
Single,3,Social Service,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,19,no,0,6,11.714285714285714,0,6,11.833333333333334,Graduate
Single,3,Social Service,Daytime,high school,Portuguese,No Schooling,High School,no educational special needs,no,Yes,Female,No,21,no,0,6,12.666666666666666,0,6,12.428571428571429,Graduate
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Female,No,26,no,0,6,11.75,0,6,12.8,Enrolled
Single,1,Social Service,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,21,no,0,6,0.0,0,6,0.0,Dropout
Single,4,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,8,12.328571428571427,0,8,12.328571428571427,Graduate
Facto Union,1,Basic Education,Daytime,did not complete high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,27,no,0,7,11.666666666666666,0,7,10.0,Dropout
Single,1,Communication Design,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,Yes,20,no,5,12,13.25,5,12,12.727272727272728,Graduate
Single,1,Advertising and Marketing Management,Daytime,other professional course,Portuguese,Other Professional Course,Degree,no educational special needs,no,Yes,Female,No,21,no,0,6,11.833333333333334,0,6,13.25,Enrolled
Single,1,Oral Hygiene,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,7,13.3,0,8,15.125,Graduate
Single,1,Veterinary Nursing,Daytime,other professional course,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,No,20,no,1,6,12.555555555555555,1,6,11.8,Enrolled
Single,1,Journalism and Communication,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,No,18,no,0,6,12.833333333333334,0,6,12.166666666666666,Graduate
Single,1,Social Service,Daytime,other professional course,Portuguese,High School,High School,no educational special needs,no,Yes,Female,Yes,20,no,3,6,12.833333333333334,2,6,12.833333333333334,Graduate
Single,2,Veterinary Nursing,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,Yes,19,no,0,5,12.666666666666666,0,5,13.0,Graduate
Single,5,Nursing,Daytime,high school,Portuguese,Other Professional Course,Degree,no educational special needs,no,Yes,Female,No,20,no,0,7,13.271428571428572,0,8,14.471428571428572,Graduate
Single,1,Management(evening attendance),Evening,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,20,no,0,5,12.4,0,5,12.833333333333334,Graduate
Single,1,Veterinary Nursing,Daytime,other professional course,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,No,20,no,0,5,14.5,0,5,11.25,Enrolled
Single,3,Social Service,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,yes,Yes,Female,No,19,no,0,6,0.0,0,5,0.0,Dropout
Single,1,Journalism and Communication,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Female,No,18,no,0,6,14.285714285714286,0,6,13.25,Graduate
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,5,12.333333333333334,0,5,12.6,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,19,no,0,7,12.583333333333334,0,8,12.671428571428573,Graduate
Single,6,Nursing,Daytime,high school,Portuguese,Completed Middle School,Some Schooling,no educational special needs,no,Yes,Female,No,19,no,0,7,13.731666666666667,0,8,13.771428571428572,Dropout
Single,1,Agronomy,Daytime,did not complete high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,43,no,0,6,12.875,0,6,12.142857142857142,Enrolled
Married,1,Communication Design,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,No,47,no,8,10,14.625,5,7,13.4,Dropout
Single,1,Management,Daytime,high school,Portuguese,Completed Middle School,Unknown,no educational special needs,no,No,Male,No,23,no,0,3,0.0,0,2,0.0,Dropout
Single,1,Social Service,Daytime,high school,Brazilian,Other Professional Course,Completed Middle School,no educational special needs,yes,Yes,Female,Yes,19,yes,0,6,12.666666666666666,0,6,12.666666666666666,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Female,No,20,no,0,8,12.491666666666667,0,8,12.491666666666667,Graduate
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,High School,Degree,no educational special needs,no,Yes,Female,Yes,19,no,6,12,13.666666666666666,4,11,14.166666666666666,Graduate
Single,1,Veterinary Nursing,Daytime,high school,English,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,19,yes,0,6,16.0,0,6,14.5,Graduate
Single,1,Veterinary Nursing,Daytime,other professional course,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,19,no,2,6,14.142857142857142,1,6,13.0,Graduate
Single,1,Social Service,Evening,did not complete high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,yes,Yes,Female,Yes,39,no,0,6,11.833333333333334,0,6,13.75,Graduate
Single,1,Communication Design,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,Yes,20,no,0,6,12.666666666666666,0,6,13.0,Graduate
Single,1,Communication Design,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,21,no,0,6,12.5,0,6,12.666666666666666,Graduate
Single,5,Social Service,Daytime,high school,Guinean,Other Professional Course,Completed Middle School,no educational special needs,yes,No,Female,No,22,yes,5,11,10.88888888888889,2,10,11.25,Graduate
Single,2,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,19,no,0,6,13.0,0,5,0.0,Dropout
Single,1,Advertising and Marketing Management,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,No,22,no,0,6,15.166666666666666,0,6,16.0,Graduate
Single,2,Basic Education,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,Yes,19,no,0,6,12.666666666666666,0,6,12.0,Graduate
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,Yes,Male,No,18,no,0,0,0.0,0,0,0.0,Dropout
Facto Union,1,Management,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Male,No,26,no,0,5,12.0,0,5,10.2,Enrolled
Single,1,Management(evening attendance),Evening,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,No,Male,No,36,no,0,5,0.0,0,5,0.0,Dropout
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,Other Professional Course,Degree,no educational special needs,yes,Yes,Male,Yes,20,no,0,0,0.0,0,0,0.0,Graduate
Married,1,Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,30,no,0,5,11.0,0,5,11.5,Dropout
Single,1,Agronomy,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,24,no,0,6,15.714285714285714,0,6,15.9,Dropout
Single,1,Management,Daytime,high school,Portuguese,Completed Middle School,Unknown,no educational special needs,no,Yes,Male,No,26,no,11,15,10.818181818181818,12,14,11.636363636363637,Dropout
Single,1,Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,No,Male,No,19,no,0,5,12.0,0,5,0.0,Dropout
Facto Union,1,Social Service,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,34,no,0,6,12.6,0,6,11.25,Graduate
Single,1,Equiniculture,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,33,no,0,5,13.0,0,5,14.0,Enrolled
Single,6,Management,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Male,No,19,no,0,5,11.6,0,5,10.75,Graduate
Single,5,Informatics Engineering,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,yes,No,Male,No,26,no,0,5,10.0,0,5,11.0,Dropout
Single,1,Advertising and Marketing Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,29,no,0,6,14.0,0,6,0.0,Dropout
Single,5,Informatics Engineering,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,Yes,19,no,0,5,12.6,0,5,12.5,Dropout
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,18,no,0,0,0.0,0,0,0.0,Dropout
Single,1,Management(evening attendance),Evening,did not complete high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,No,Male,No,29,no,0,5,11.333333333333334,0,5,12.0,Dropout
Single,1,Tourism,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,21,no,0,6,12.666666666666666,0,6,11.4,Graduate
Single,1,Tourism,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,19,no,0,6,10.8,0,6,10.5,Enrolled
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,20,no,0,7,12.87857142857143,0,8,11.85625,Graduate
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Male,No,18,no,0,5,0.0,0,5,0.0,Dropout
Single,3,Communication Design,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,18,no,0,6,12.833333333333334,0,6,11.4,Enrolled
Single,1,Management,Daytime,high school,Portuguese,Completed Middle School,Unknown,no educational special needs,yes,Yes,Male,Yes,21,no,0,5,12.6,0,5,12.833333333333334,Enrolled
Single,1,Management,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Male,No,20,no,0,5,0.0,0,5,0.0,Dropout
Single,1,Informatics Engineering,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,Yes,30,no,0,5,0.0,0,5,0.0,Dropout
Single,2,Advertising and Marketing Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,19,no,0,6,14.166666666666666,0,6,14.0,Graduate
Single,1,Management,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Male,No,30,no,0,5,13.4,0,5,13.25,Dropout
Single,1,Management,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Male,Yes,22,no,0,5,11.2,0,5,11.25,Graduate
Single,3,Animation and Multimedia Design,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,22,no,0,0,0.0,0,0,0.0,Graduate
Single,4,Communication Design,Daytime,high school,Portuguese,High School,High School,no educational special needs,yes,No,Male,No,19,no,0,6,12.666666666666666,0,6,11.8,Dropout
Single,2,Advertising and Marketing Management,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Male,No,21,no,0,5,12.333333333333334,0,5,11.25,Dropout
Single,4,Veterinary Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,21,no,0,5,12.25,0,5,12.0,Graduate
Single,1,Animation and Multimedia Design,Daytime,other professional course,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,Yes,Male,Yes,21,no,0,0,0.0,0,0,0.0,Dropout
Single,1,Management,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Male,No,27,no,0,5,10.75,0,5,10.333333333333334,Dropout
Single,1,Biofuel Production Technologies,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Male,No,32,no,0,7,0.0,0,7,0.0,Dropout
Single,1,Advertising and Marketing Management,Daytime,did not complete high school,Portuguese,Other Professional Course,High School,no educational special needs,yes,No,Male,No,40,no,0,6,0.0,0,6,0.0,Dropout
Single,2,Management,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Male,No,20,no,0,5,14.333333333333334,0,5,12.5,Enrolled
